1,1,"10:15:00","10:17:00"
1,2,"13:15:00","13:17:00"
1,3,"16:15:00","16:17:00"
1,4,"19:15:00","19:17:00"
1,5,"21:15:00","21:17:00"
1,6,"23:15:00","23:17:00"
1,7,"01:15:00","01:17:00"
1,8,"03:15:00","03:17:00"
1,9,"04:00:00","04:02:00"
1,10,"07:00:00","07:02:00"
1,11,"10:00:00","10:02:00"
1,12,"13:00:00","13:02:00"
1,13,"15:00:00","15:02:00"
1,14,"17:00:00","17:02:00"
1,15,"19:00:00","19:02:00"
1,16,"21:00:00","21:02:00"
1,17,"12:15:00","12:17:00"
1,18,"15:15:00","15:17:00"
1,19,"19:15:00","19:17:00"
1,20,"22:15:00","22:17:00"
1,21,"01:15:00","01:17:00"
1,22,"06:00:00","06:02:00"
1,23,"09:00:00","09:02:00"
1,24,"13:00:00","13:02:00"
1,25,"16:00:00","16:02:00"
1,26,"19:00:00","19:02:00"
2,1,"10:00:00","10:02:00"
2,2,"13:00:00","13:02:00"
2,3,"16:00:00","16:02:00"
2,4,"19:00:00","19:02:00"
2,5,"21:00:00","21:02:00"
2,6,"23:00:00","23:02:00"
2,7,"01:00:00","01:02:00"
2,8,"03:00:00","03:02:00"
2,9,"04:15:00","04:17:00"
2,10,"07:15:00","07:17:00"
2,11,"10:15:00","10:17:00"
2,12,"13:15:00","13:17:00"
2,13,"15:15:00","15:17:00"
2,14,"17:15:00","17:17:00"
2,15,"19:15:00","19:17:00"
2,16,"21:15:00","21:17:00"
2,17,"12:00:00","12:02:00"
2,18,"15:00:00","15:02:00"
2,19,"19:00:00","19:02:00"
2,20,"22:00:00","22:02:00"
2,21,"01:00:00","01:02:00"
2,22,"06:15:00","06:17:00"
2,23,"09:15:00","09:17:00"
2,24,"13:15:00","13:17:00"
2,25,"16:15:00","16:17:00"
2,26,"19:15:00","19:17:00"
3,1,"09:45:00","09:47:00"
3,2,"12:45:00","12:47:00"
3,3,"15:45:00","15:47:00"
3,4,"18:45:00","18:47:00"
3,5,"20:45:00","20:47:00"
3,6,"22:45:00","22:47:00"
3,7,"00:45:00","00:47:00"
3,8,"02:45:00","02:47:00"
3,9,"04:30:00","04:32:00"
3,10,"07:30:00","07:32:00"
3,11,"10:30:00","10:32:00"
3,12,"13:30:00","13:32:00"
3,13,"15:30:00","15:32:00"
3,14,"17:30:00","17:32:00"
3,15,"19:30:00","19:32:00"
3,16,"21:30:00","21:32:00"
3,17,"11:45:00","11:47:00"
3,18,"14:45:00","14:47:00"
3,19,"18:45:00","18:47:00"
3,20,"21:45:00","21:47:00"
3,21,"00:45:00","00:47:00"
3,22,"06:30:00","06:32:00"
3,23,"09:30:00","09:32:00"
3,24,"13:30:00","13:32:00"
3,25,"16:30:00","16:32:00"
3,26,"19:30:00","19:32:00"
4,1,"09:30:00","09:32:00"
4,2,"12:30:00","12:32:00"
4,3,"15:30:00","15:32:00"
4,4,"18:30:00","18:32:00"
4,5,"20:30:00","20:32:00"
4,6,"22:30:00","22:32:00"
4,7,"00:30:00","00:32:00"
4,8,"02:30:00","02:32:00"
4,9,"04:45:00","04:47:00"
4,10,"07:45:00","07:47:00"
4,11,"10:45:00","10:47:00"
4,12,"13:45:00","13:47:00"
4,13,"15:45:00","15:47:00"
4,14,"17:45:00","17:47:00"
4,15,"19:45:00","19:47:00"
4,16,"21:45:00","21:47:00"
4,17,"11:30:00","11:32:00"
4,18,"14:30:00","14:32:00"
4,19,"18:30:00","18:32:00"
4,20,"21:30:00","21:32:00"
4,21,"00:30:00","00:32:00"
4,22,"06:45:00","06:47:00"
4,23,"09:45:00","09:47:00"
4,24,"13:45:00","13:47:00"
4,25,"16:45:00","16:47:00"
4,26,"19:45:00","19:47:00"
5,1,"09:15:00","09:17:00"
5,2,"12:15:00","12:17:00"
5,3,"15:15:00","15:17:00"
5,4,"18:15:00","18:17:00"
5,5,"20:15:00","20:17:00"
5,6,"22:15:00","22:17:00"
5,7,"00:15:00","00:17:00"
5,8,"02:15:00","02:17:00"
5,9,"05:00:00","05:02:00"
5,10,"08:00:00","08:02:00"
5,11,"11:00:00","11:02:00"
5,12,"14:00:00","14:02:00"
5,13,"16:00:00","16:02:00"
5,14,"18:00:00","18:02:00"
5,15,"20:00:00","20:02:00"
5,16,"22:00:00","22:02:00"
5,17,"11:15:00","11:17:00"
5,18,"14:15:00","14:17:00"
5,19,"18:15:00","18:17:00"
5,20,"21:15:00","21:17:00"
5,21,"00:15:00","00:17:00"
5,22,"07:00:00","07:02:00"
5,23,"10:00:00","10:02:00"
5,24,"14:00:00","14:02:00"
5,25,"17:00:00","17:02:00"
5,26,"20:00:00","20:02:00"
6,1,"09:00:00","09:02:00"
6,2,"12:00:00","12:02:00"
6,3,"15:00:00","15:02:00"
6,4,"18:00:00","18:02:00"
6,5,"20:00:00","20:02:00"
6,6,"22:00:00","22:02:00"
6,7,"00:00:00","00:02:00"
6,8,"02:00:00","02:02:00"
6,9,"05:15:00","05:17:00"
6,10,"08:15:00","08:17:00"
6,11,"11:15:00","11:17:00"
6,12,"14:15:00","14:17:00"
6,13,"16:15:00","16:17:00"
6,14,"18:15:00","18:17:00"
6,15,"20:15:00","20:17:00"
6,16,"22:15:00","22:17:00"
6,17,"11:00:00","11:02:00"
6,18,"14:00:00","14:02:00"
6,19,"18:00:00","18:02:00"
6,20,"21:00:00","21:02:00"
6,21,"00:00:00","00:02:00"
6,22,"07:15:00","07:17:00"
6,23,"10:15:00","10:17:00"
6,24,"14:15:00","14:17:00"
6,25,"17:15:00","17:17:00"
6,26,"20:15:00","20:17:00"
7,1,"08:45:00","08:47:00"
7,2,"11:45:00","11:47:00"
7,3,"14:45:00","14:47:00"
7,4,"17:45:00","17:47:00"
